#ies_format_version: 1.0
#file: 20250801_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec_in;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	iec_out;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec_in;	iec_out
20250801;	161340;	1754045020.000;	       err32;	       err32
20250801;	161345;	1754045025.000;	       err32;	       err32
20250801;	161350;	1754045030.000;	       err32;	       err32
20250801;	161355;	1754045035.000;	       err32;	       err32
20250801;	161400;	1754045040.000;	       err32;	       err32
20250801;	161405;	1754045045.000;	       err32;	       err32
20250801;	161410;	1754045050.000;	       err32;	       err32
20250801;	161415;	1754045055.000;	       err32;	       err32
20250801;	161420;	1754045060.000;	       err32;	       err32
20250801;	161425;	1754045065.000;	       err32;	       err32
20250801;	161430;	1754045070.000;	       err32;	       err32
20250801;	161435;	1754045075.000;	       err32;	       err32
20250801;	161440;	1754045080.000;	       err32;	       err32
20250801;	161445;	1754045085.000;	       err32;	       err32
20250801;	161450;	1754045090.000;	       err32;	       err32
20250801;	161455;	1754045095.000;	       err32;	       err32
20250801;	161500;	1754045100.000;	       err32;	       err32
20250801;	161505;	1754045105.000;	       err32;	       err32
20250801;	161510;	1754045110.000;	       err32;	       err32
20250801;	161515;	1754045115.000;	       err32;	       err32
20250801;	161520;	1754045120.000;	       err32;	       err32
20250801;	161525;	1754045125.000;	       err32;	       err32
20250801;	161530;	1754045130.000;	       err32;	       err32
20250801;	161535;	1754045135.000;	       err32;	       err32
20250801;	161540;	1754045140.000;	       err32;	       err32
20250801;	161545;	1754045145.000;	       err32;	       err32
20250801;	161550;	1754045150.000;	       err32;	       err32
20250801;	161555;	1754045155.000;	       err32;	       err32
20250801;	161600;	1754045160.000;	       err32;	       err32
20250801;	161605;	1754045165.000;	       err32;	       err32
20250801;	161610;	1754045170.000;	       err32;	       err32
20250801;	161615;	1754045175.000;	       err32;	       err32
20250801;	161620;	1754045180.000;	       err32;	       err32
20250801;	161625;	1754045185.000;	       err32;	       err32
20250801;	161630;	1754045190.000;	       err32;	       err32
20250801;	161635;	1754045195.000;	       err32;	       err32
20250801;	161640;	1754045200.000;	       err32;	       err32
20250801;	161645;	1754045205.000;	       err32;	       err32
20250801;	161650;	1754045210.000;	       err32;	       err32
20250801;	161655;	1754045215.000;	       err32;	       err32
20250801;	161700;	1754045220.000;	       err32;	       err32
20250801;	161705;	1754045225.000;	       err32;	       err32
20250801;	161710;	1754045230.000;	       err32;	       err32
20250801;	161715;	1754045235.000;	       err32;	       err32
20250801;	161720;	1754045240.000;	       err32;	       err32
20250801;	161725;	1754045245.000;	       err32;	       err32
20250801;	161730;	1754045250.000;	       err32;	       err32
20250801;	161735;	1754045255.000;	       err32;	       err32
20250801;	161740;	1754045260.000;	       err32;	       err32
20250801;	161745;	1754045265.000;	       err32;	       err32
20250801;	161750;	1754045270.000;	       err32;	       err32
20250801;	161755;	1754045275.000;	       err32;	       err32
20250801;	161800;	1754045280.000;	       err32;	       err32
20250801;	161805;	1754045285.000;	       err32;	       err32
20250801;	161810;	1754045290.000;	       err32;	       err32
20250801;	161815;	1754045295.000;	       err32;	       err32
20250801;	161820;	1754045300.000;	       err32;	       err32
20250801;	161825;	1754045305.000;	       err32;	       err32
20250801;	161830;	1754045310.000;	       err32;	       err32
20250801;	161835;	1754045315.000;	       err32;	       err32
20250801;	161840;	1754045320.000;	       err32;	       err32
20250801;	161845;	1754045325.000;	       err32;	       err32
20250801;	161850;	1754045330.000;	       err32;	       err32
20250801;	161855;	1754045335.000;	       err32;	       err32
20250801;	161900;	1754045340.000;	       err32;	       err32
20250801;	161905;	1754045345.000;	       err32;	       err32
20250801;	161910;	1754045350.000;	       err32;	       err32
20250801;	161915;	1754045355.000;	       err32;	       err32
20250801;	161920;	1754045360.000;	       err32;	       err32
20250801;	161925;	1754045365.000;	       err32;	       err32
20250801;	161930;	1754045370.000;	       err32;	       err32
20250801;	161935;	1754045375.000;	       err32;	       err32
20250801;	161940;	1754045380.000;	       err32;	       err32
20250801;	161945;	1754045385.000;	       err32;	       err32
20250801;	161950;	1754045390.000;	       err32;	       err32
20250801;	161955;	1754045395.000;	       err32;	       err32
20250801;	162000;	1754045400.000;	       err32;	       err32
20250801;	162005;	1754045405.000;	       err32;	       err32
20250801;	162010;	1754045410.000;	       err32;	       err32
20250801;	162015;	1754045415.000;	       err32;	       err32
20250801;	162020;	1754045420.000;	       err32;	       err32
20250801;	162025;	1754045425.000;	       err32;	       err32
20250801;	162030;	1754045430.000;	       err32;	       err32
20250801;	162035;	1754045435.000;	       err32;	       err32
20250801;	162040;	1754045440.000;	       err32;	       err32
20250801;	162045;	1754045445.000;	       err32;	       err32
20250801;	162050;	1754045450.000;	       err32;	       err32
20250801;	162055;	1754045455.000;	       err32;	       err32
20250801;	162100;	1754045460.000;	       err32;	       err32
20250801;	162105;	1754045465.000;	       err32;	       err32
20250801;	162110;	1754045470.000;	       err32;	       err32
20250801;	162115;	1754045475.000;	       err32;	       err32
20250801;	162120;	1754045480.000;	       err32;	       err32
20250801;	162125;	1754045485.000;	       err32;	       err32
20250801;	162130;	1754045490.000;	       err32;	       err32
20250801;	162135;	1754045495.000;	       err32;	       err32
20250801;	162140;	1754045500.000;	       err32;	       err32
20250801;	162145;	1754045505.000;	       err32;	       err32
20250801;	162150;	1754045510.000;	       err32;	       err32
20250801;	162155;	1754045515.000;	       err32;	       err32
20250801;	162200;	1754045520.000;	       err32;	       err32
20250801;	162205;	1754045525.000;	       err32;	       err32
20250801;	162210;	1754045530.000;	       err32;	       err32
20250801;	162215;	1754045535.000;	       err32;	       err32
20250801;	162220;	1754045540.000;	       err32;	       err32
20250801;	162225;	1754045545.000;	       err32;	       err32
20250801;	162230;	1754045550.000;	       err32;	       err32
20250801;	162235;	1754045555.000;	       err32;	       err32
20250801;	162240;	1754045560.000;	       err32;	       err32
20250801;	162245;	1754045565.000;	       err32;	       err32
20250801;	162250;	1754045570.000;	       err32;	       err32
20250801;	162255;	1754045575.000;	       err32;	       err32
20250801;	162300;	1754045580.000;	       err32;	       err32
20250801;	162305;	1754045585.000;	       err32;	       err32
20250801;	162310;	1754045590.000;	       err32;	       err32
20250801;	162315;	1754045595.000;	       err32;	       err32
20250801;	162320;	1754045600.000;	       err32;	       err32
20250801;	162325;	1754045605.000;	       err32;	       err32
20250801;	162330;	1754045610.000;	       err32;	       err32
20250801;	162335;	1754045615.000;	       err32;	       err32
20250801;	162340;	1754045620.000;	       err32;	       err32
20250801;	162345;	1754045625.000;	       err32;	       err32
20250801;	162350;	1754045630.000;	       err32;	       err32
20250801;	162355;	1754045635.000;	       err32;	       err32
20250801;	162400;	1754045640.000;	       err32;	       err32
20250801;	162405;	1754045645.000;	       err32;	       err32
20250801;	162410;	1754045650.000;	       err32;	       err32
20250801;	162415;	1754045655.000;	       err32;	       err32
20250801;	162420;	1754045660.000;	       err32;	       err32
20250801;	162425;	1754045665.000;	       err32;	       err32
20250801;	162430;	1754045670.000;	       err32;	       err32
20250801;	162435;	1754045675.000;	       err32;	       err32
20250801;	162440;	1754045680.000;	       err32;	       err32
20250801;	162445;	1754045685.000;	       err32;	       err32
20250801;	162450;	1754045690.000;	       err32;	       err32
20250801;	162455;	1754045695.000;	       err32;	       err32
20250801;	162500;	1754045700.000;	       err32;	       err32
20250801;	162505;	1754045705.000;	       err32;	       err32
20250801;	162510;	1754045710.000;	       err32;	       err32
20250801;	162515;	1754045715.000;	       err32;	       err32
20250801;	162520;	1754045720.000;	       err32;	       err32
20250801;	162525;	1754045725.000;	       err32;	       err32
20250801;	162530;	1754045730.000;	       err32;	       err32
20250801;	162535;	1754045735.000;	       err32;	       err32
20250801;	162540;	1754045740.000;	       err32;	       err32
20250801;	162545;	1754045745.000;	       err32;	       err32
20250801;	162550;	1754045750.000;	       err32;	       err32
20250801;	162555;	1754045755.000;	       err32;	       err32
20250801;	162600;	1754045760.000;	       err32;	       err32
20250801;	162605;	1754045765.000;	       err32;	       err32
20250801;	162610;	1754045770.000;	       err32;	       err32
20250801;	162615;	1754045775.000;	       err32;	       err32
20250801;	162620;	1754045780.000;	       err32;	       err32
20250801;	162625;	1754045785.000;	       err32;	       err32
20250801;	162630;	1754045790.000;	       err32;	       err32
20250801;	162635;	1754045795.000;	       err32;	       err32
20250801;	162640;	1754045800.000;	       err32;	       err32
20250801;	162645;	1754045805.000;	       err32;	       err32
20250801;	162650;	1754045810.000;	       err32;	       err32
20250801;	162655;	1754045815.000;	       err32;	       err32
20250801;	162700;	1754045820.000;	       err32;	       err32
20250801;	162705;	1754045825.000;	       err32;	       err32
20250801;	162710;	1754045830.000;	       err32;	       err32
20250801;	162715;	1754045835.000;	       err32;	       err32
20250801;	162720;	1754045840.000;	       err32;	       err32
20250801;	162725;	1754045845.000;	       err32;	       err32
20250801;	162730;	1754045850.000;	       err32;	       err32
20250801;	162735;	1754045855.000;	       err32;	       err32
20250801;	162740;	1754045860.000;	       err32;	       err32
20250801;	162745;	1754045865.000;	       err32;	       err32
20250801;	162750;	1754045870.000;	       err32;	       err32
20250801;	162755;	1754045875.000;	       err32;	       err32
20250801;	162800;	1754045880.000;	       err32;	       err32
20250801;	162805;	1754045885.000;	       err32;	       err32
20250801;	162810;	1754045890.000;	       err32;	       err32
20250801;	162815;	1754045895.000;	       err32;	       err32
20250801;	162820;	1754045900.000;	       err32;	       err32
20250801;	162825;	1754045905.000;	       err32;	       err32
20250801;	162830;	1754045910.000;	       err32;	       err32
20250801;	162835;	1754045915.000;	       err32;	       err32
20250801;	162840;	1754045920.000;	       err32;	       err32
20250801;	162845;	1754045925.000;	       err32;	       err32
20250801;	162850;	1754045930.000;	       err32;	       err32
20250801;	162855;	1754045935.000;	       err32;	       err32
20250801;	162900;	1754045940.000;	       err32;	       err32
20250801;	162905;	1754045945.000;	       err32;	       err32
20250801;	162910;	1754045950.000;	       err32;	       err32
20250801;	162915;	1754045955.000;	       err32;	       err32
20250801;	162920;	1754045960.000;	       err32;	       err32
20250801;	162925;	1754045965.000;	       err32;	       err32
20250801;	162930;	1754045970.000;	       err32;	       err32
20250801;	162935;	1754045975.000;	       err32;	       err32
20250801;	162940;	1754045980.000;	       err32;	       err32
20250801;	162945;	1754045985.000;	       err32;	       err32
20250801;	162950;	1754045990.000;	       err32;	       err32
20250801;	162955;	1754045995.000;	       err32;	       err32
20250801;	163000;	1754046000.000;	       err32;	       err32
20250801;	163005;	1754046005.000;	       err32;	       err32
20250801;	163010;	1754046010.000;	       err32;	       err32
20250801;	163015;	1754046015.000;	       err32;	       err32
20250801;	163020;	1754046020.000;	       err32;	       err32
20250801;	163025;	1754046025.000;	       err32;	       err32
20250801;	163030;	1754046030.000;	       err32;	       err32
20250801;	163035;	1754046035.000;	       err32;	       err32
20250801;	163040;	1754046040.000;	       err32;	       err32
20250801;	163045;	1754046045.000;	       err32;	       err32
20250801;	163050;	1754046050.000;	       err32;	       err32
20250801;	163055;	1754046055.000;	       err32;	       err32
20250801;	163100;	1754046060.000;	       err32;	       err32
20250801;	163105;	1754046065.000;	       err32;	       err32
20250801;	163110;	1754046070.000;	       err32;	       err32
20250801;	163115;	1754046075.000;	       err32;	       err32
20250801;	163120;	1754046080.000;	       err32;	       err32
20250801;	163125;	1754046085.000;	       err32;	       err32
20250801;	163130;	1754046090.000;	       err32;	       err32
20250801;	163135;	1754046095.000;	       err32;	       err32
20250801;	163140;	1754046100.000;	       err32;	       err32
20250801;	163145;	1754046105.000;	       err32;	       err32
20250801;	163150;	1754046110.000;	       err32;	       err32
20250801;	163155;	1754046115.000;	       err32;	       err32
20250801;	163200;	1754046120.000;	       err32;	       err32
20250801;	163205;	1754046125.000;	       err32;	       err32
20250801;	163210;	1754046130.000;	       err32;	       err32
20250801;	163215;	1754046135.000;	       err32;	       err32
20250801;	163220;	1754046140.000;	       err32;	       err32
20250801;	163225;	1754046145.000;	       err32;	       err32
20250801;	163230;	1754046150.000;	       err32;	       err32
20250801;	163235;	1754046155.000;	       err32;	       err32
20250801;	163240;	1754046160.000;	       err32;	       err32
20250801;	163245;	1754046165.000;	       err32;	       err32
20250801;	163250;	1754046170.000;	       err32;	       err32
20250801;	163255;	1754046175.000;	       err32;	       err32
20250801;	163300;	1754046180.000;	       err32;	       err32
20250801;	163305;	1754046185.000;	       err32;	       err32
20250801;	163310;	1754046190.000;	       err32;	       err32
20250801;	163315;	1754046195.000;	       err32;	       err32
20250801;	163320;	1754046200.000;	       err32;	       err32
20250801;	163325;	1754046205.000;	       err32;	       err32
20250801;	163330;	1754046210.000;	       err32;	       err32
20250801;	163335;	1754046215.000;	       err32;	       err32
20250801;	163340;	1754046220.000;	       err32;	       err32
20250801;	163345;	1754046225.000;	       err32;	       err32
20250801;	163350;	1754046230.000;	       err32;	       err32
20250801;	163355;	1754046235.000;	       err32;	       err32
20250801;	163400;	1754046240.000;	       err32;	       err32
20250801;	163405;	1754046245.000;	       err32;	       err32
20250801;	163410;	1754046250.000;	       err32;	       err32
20250801;	163415;	1754046255.000;	       err32;	       err32
20250801;	163420;	1754046260.000;	       err32;	       err32
20250801;	163425;	1754046265.000;	       err32;	       err32
20250801;	163430;	1754046270.000;	       err32;	       err32
20250801;	163435;	1754046275.000;	       err32;	       err32
20250801;	163440;	1754046280.000;	       err32;	       err32
20250801;	163445;	1754046285.000;	       err32;	       err32
20250801;	163450;	1754046290.000;	       err32;	       err32
20250801;	163455;	1754046295.000;	       err32;	       err32
20250801;	163500;	1754046300.000;	       err32;	       err32
20250801;	163505;	1754046305.000;	       err32;	       err32
20250801;	163510;	1754046310.000;	       err32;	       err32
20250801;	163515;	1754046315.000;	       err32;	       err32
20250801;	163520;	1754046320.000;	       err32;	       err32
20250801;	163525;	1754046325.000;	       err32;	       err32
20250801;	163530;	1754046330.000;	       err32;	       err32
20250801;	163535;	1754046335.000;	       err32;	       err32
20250801;	163540;	1754046340.000;	       err32;	       err32
20250801;	163545;	1754046345.000;	       err32;	       err32
20250801;	163550;	1754046350.000;	       err32;	       err32
20250801;	163555;	1754046355.000;	       err32;	       err32
20250801;	163600;	1754046360.000;	       err32;	       err32
20250801;	163605;	1754046365.000;	       err32;	       err32
20250801;	163610;	1754046370.000;	       err32;	       err32
20250801;	163615;	1754046375.000;	       err32;	       err32
20250801;	163620;	1754046380.000;	       err32;	       err32
20250801;	163625;	1754046385.000;	       err32;	       err32
20250801;	163630;	1754046390.000;	       err32;	       err32
20250801;	163635;	1754046395.000;	       err32;	       err32
20250801;	163640;	1754046400.000;	       err32;	       err32
20250801;	163645;	1754046405.000;	       err32;	       err32
20250801;	163650;	1754046410.000;	       err32;	       err32
20250801;	163655;	1754046415.000;	       err32;	       err32
20250801;	163700;	1754046420.000;	       err32;	       err32
20250801;	163705;	1754046425.000;	       err32;	       err32
20250801;	163710;	1754046430.000;	       err32;	       err32
20250801;	163715;	1754046435.000;	       err32;	       err32
20250801;	163720;	1754046440.000;	       err32;	       err32
20250801;	163725;	1754046445.000;	       err32;	       err32
20250801;	163730;	1754046450.000;	       err32;	       err32
20250801;	163735;	1754046455.000;	       err32;	       err32
20250801;	163740;	1754046460.000;	       err32;	       err32
20250801;	163745;	1754046465.000;	       err32;	       err32
20250801;	163750;	1754046470.000;	       err32;	       err32
20250801;	163755;	1754046475.000;	       err32;	       err32
20250801;	163800;	1754046480.000;	       err32;	       err32
20250801;	163805;	1754046485.000;	       err32;	       err32
20250801;	163810;	1754046490.000;	       err32;	       err32
20250801;	163815;	1754046495.000;	       err32;	       err32
20250801;	163820;	1754046500.000;	       err32;	       err32
20250801;	163825;	1754046505.000;	       err32;	       err32
20250801;	163830;	1754046510.000;	       err32;	       err32
20250801;	163835;	1754046515.000;	       err32;	       err32
20250801;	163840;	1754046520.000;	       err32;	       err32
20250801;	163845;	1754046525.000;	       err32;	       err32
20250801;	163850;	1754046530.000;	       err32;	       err32
20250801;	163855;	1754046535.000;	       err32;	       err32
20250801;	163900;	1754046540.000;	       err32;	       err32
20250801;	163905;	1754046545.000;	       err32;	       err32
20250801;	163910;	1754046550.000;	       err32;	       err32
20250801;	163915;	1754046555.000;	       err32;	       err32
20250801;	163920;	1754046560.000;	       err32;	       err32
20250801;	163925;	1754046565.000;	       err32;	       err32
20250801;	163930;	1754046570.000;	       err32;	       err32
20250801;	163935;	1754046575.000;	       err32;	       err32
20250801;	163940;	1754046580.000;	       err32;	       err32
20250801;	163945;	1754046585.000;	       err32;	       err32
20250801;	163950;	1754046590.000;	       err32;	       err32
20250801;	163955;	1754046595.000;	       err32;	       err32
20250801;	164000;	1754046600.000;	       err32;	       err32
20250801;	164005;	1754046605.000;	       err32;	       err32
20250801;	164010;	1754046610.000;	       err32;	       err32
20250801;	164015;	1754046615.000;	       err32;	       err32
20250801;	164020;	1754046620.000;	       err32;	       err32
20250801;	164025;	1754046625.000;	       err32;	       err32
20250801;	164030;	1754046630.000;	       err32;	       err32
20250801;	164035;	1754046635.000;	       err32;	       err32
20250801;	164040;	1754046640.000;	       err32;	       err32
20250801;	164045;	1754046645.000;	       err32;	       err32
20250801;	164050;	1754046650.000;	       err32;	       err32
20250801;	164055;	1754046655.000;	       err32;	       err32
20250801;	164100;	1754046660.000;	       err32;	       err32
20250801;	164105;	1754046665.000;	       err32;	       err32
20250801;	164110;	1754046670.000;	       err32;	       err32
20250801;	164115;	1754046675.000;	       err32;	       err32
20250801;	164120;	1754046680.000;	       err32;	       err32
20250801;	164125;	1754046685.000;	       err32;	       err32
20250801;	164130;	1754046690.000;	       err32;	       err32
20250801;	164135;	1754046695.000;	       err32;	       err32
20250801;	164140;	1754046700.000;	       err32;	       err32
20250801;	164145;	1754046705.000;	       err32;	       err32
20250801;	164150;	1754046710.000;	       err32;	       err32
20250801;	164155;	1754046715.000;	       err32;	       err32
20250801;	164200;	1754046720.000;	       err32;	       err32
20250801;	164205;	1754046725.000;	       err32;	       err32
20250801;	164210;	1754046730.000;	       err32;	       err32
20250801;	164215;	1754046735.000;	       err32;	       err32
20250801;	164220;	1754046740.000;	       err32;	       err32
20250801;	164225;	1754046745.000;	       err32;	       err32
20250801;	164230;	1754046750.000;	       err32;	       err32
20250801;	164235;	1754046755.000;	       err32;	       err32
20250801;	164240;	1754046760.000;	       err32;	       err32
20250801;	164245;	1754046765.000;	       err32;	       err32
20250801;	164250;	1754046770.000;	       err32;	       err32
20250801;	164255;	1754046775.000;	       err32;	       err32
20250801;	164300;	1754046780.000;	       err32;	       err32
20250801;	164305;	1754046785.000;	       err32;	       err32
20250801;	164310;	1754046790.000;	       err32;	       err32
20250801;	164315;	1754046795.000;	       err32;	       err32
20250801;	164320;	1754046800.000;	       err32;	       err32
20250801;	164325;	1754046805.000;	       err32;	       err32
20250801;	164330;	1754046810.000;	       err32;	       err32
20250801;	164335;	1754046815.000;	       err32;	       err32
20250801;	164340;	1754046820.000;	       err32;	       err32
20250801;	164345;	1754046825.000;	       err32;	       err32
20250801;	164350;	1754046830.000;	       err32;	       err32
20250801;	164355;	1754046835.000;	       err32;	       err32
20250801;	164400;	1754046840.000;	       err32;	       err32
20250801;	164405;	1754046845.000;	       err32;	       err32
20250801;	164410;	1754046850.000;	       err32;	       err32
20250801;	164415;	1754046855.000;	       err32;	       err32
20250801;	164420;	1754046860.000;	       err32;	       err32
20250801;	164425;	1754046865.000;	       err32;	       err32
20250801;	164430;	1754046870.000;	       err32;	       err32
20250801;	164435;	1754046875.000;	       err32;	       err32
20250801;	164440;	1754046880.000;	       err32;	       err32
20250801;	164445;	1754046885.000;	       err32;	       err32
20250801;	164450;	1754046890.000;	       err32;	       err32
20250801;	164455;	1754046895.000;	       err32;	       err32
20250801;	164500;	1754046900.000;	       err32;	       err32
20250801;	164505;	1754046905.000;	       err32;	       err32
20250801;	164510;	1754046910.000;	       err32;	       err32
20250801;	164515;	1754046915.000;	       err32;	       err32
20250801;	164520;	1754046920.000;	       err32;	       err32
20250801;	164525;	1754046925.000;	       err32;	       err32
20250801;	164530;	1754046930.000;	       err32;	       err32
20250801;	164535;	1754046935.000;	       err32;	       err32
20250801;	164540;	1754046940.000;	       err32;	       err32
20250801;	164545;	1754046945.000;	       err32;	       err32
20250801;	164550;	1754046950.000;	       err32;	       err32
20250801;	164555;	1754046955.000;	       err32;	       err32
20250801;	164600;	1754046960.000;	       err32;	       err32
20250801;	164605;	1754046965.000;	       err32;	       err32
20250801;	164610;	1754046970.000;	       err32;	       err32
20250801;	164615;	1754046975.000;	       err32;	       err32
20250801;	164620;	1754046980.000;	       err32;	       err32
20250801;	164625;	1754046985.000;	       err32;	       err32
20250801;	164630;	1754046990.000;	       err32;	       err32
20250801;	164635;	1754046995.000;	       err32;	       err32
20250801;	164640;	1754047000.000;	       err32;	       err32
20250801;	164645;	1754047005.000;	       err32;	       err32
20250801;	164650;	1754047010.000;	       err32;	       err32
20250801;	164655;	1754047015.000;	       err32;	       err32
20250801;	164700;	1754047020.000;	       err32;	       err32
20250801;	164705;	1754047025.000;	       err32;	       err32
20250801;	164710;	1754047030.000;	       err32;	       err32
20250801;	164715;	1754047035.000;	       err32;	       err32
20250801;	164720;	1754047040.000;	       err32;	       err32
20250801;	164725;	1754047045.000;	       err32;	       err32
20250801;	164730;	1754047050.000;	       err32;	       err32
20250801;	164735;	1754047055.000;	       err32;	       err32
20250801;	164740;	1754047060.000;	       err32;	       err32
20250801;	164745;	1754047065.000;	       err32;	       err32
20250801;	164750;	1754047070.000;	       err32;	       err32
20250801;	164755;	1754047075.000;	       err32;	       err32
20250801;	164800;	1754047080.000;	       err32;	       err32
20250801;	164805;	1754047085.000;	       err32;	       err32
20250801;	164810;	1754047090.000;	       err32;	       err32
20250801;	164815;	1754047095.000;	       err32;	       err32
20250801;	164820;	1754047100.000;	       err32;	       err32
20250801;	164825;	1754047105.000;	       err32;	       err32
20250801;	164830;	1754047110.000;	       err32;	       err32
20250801;	164835;	1754047115.000;	       err32;	       err32
20250801;	164840;	1754047120.000;	       err32;	       err32
20250801;	164845;	1754047125.000;	       err32;	       err32
20250801;	164850;	1754047130.000;	       err32;	       err32
20250801;	164855;	1754047135.000;	       err32;	       err32
20250801;	164900;	1754047140.000;	       err32;	       err32
20250801;	164905;	1754047145.000;	       err32;	       err32
20250801;	164910;	1754047150.000;	       err32;	       err32
20250801;	164915;	1754047155.000;	       err32;	       err32
20250801;	164920;	1754047160.000;	       err32;	       err32
20250801;	164925;	1754047165.000;	       err32;	       err32
20250801;	164930;	1754047170.000;	       err32;	       err32
20250801;	164935;	1754047175.000;	       err32;	       err32
20250801;	164940;	1754047180.000;	       err32;	       err32
20250801;	164945;	1754047185.000;	       err32;	       err32
20250801;	164950;	1754047190.000;	       err32;	       err32
20250801;	164955;	1754047195.000;	       err32;	       err32
20250801;	165000;	1754047200.000;	       err32;	       err32
20250801;	165005;	1754047205.000;	       err32;	       err32
20250801;	165010;	1754047210.000;	       err32;	       err32
20250801;	165015;	1754047215.000;	       err32;	       err32
20250801;	165020;	1754047220.000;	       err32;	       err32
20250801;	165025;	1754047225.000;	       err32;	       err32
20250801;	165030;	1754047230.000;	       err32;	       err32
20250801;	165035;	1754047235.000;	       err32;	       err32
20250801;	165040;	1754047240.000;	       err32;	       err32
20250801;	165045;	1754047245.000;	       err32;	       err32
20250801;	165050;	1754047250.000;	       err32;	       err32
20250801;	165055;	1754047255.000;	       err32;	       err32
20250801;	165100;	1754047260.000;	       err32;	       err32
20250801;	165105;	1754047265.000;	       err32;	       err32
20250801;	165110;	1754047270.000;	       err32;	       err32
20250801;	165115;	1754047275.000;	       err32;	       err32
20250801;	165120;	1754047280.000;	       err32;	       err32
20250801;	165125;	1754047285.000;	       err32;	       err32
20250801;	165130;	1754047290.000;	       err32;	       err32
20250801;	165135;	1754047295.000;	       err32;	       err32
20250801;	165140;	1754047300.000;	       err32;	       err32
20250801;	165145;	1754047305.000;	       err32;	       err32
20250801;	165150;	1754047310.000;	       err32;	       err32
20250801;	165155;	1754047315.000;	       err32;	       err32
20250801;	165200;	1754047320.000;	       err32;	       err32
20250801;	165205;	1754047325.000;	       err32;	       err32
20250801;	165210;	1754047330.000;	       err32;	       err32
20250801;	165215;	1754047335.000;	       err32;	       err32
20250801;	165220;	1754047340.000;	       err32;	       err32
20250801;	165225;	1754047345.000;	       err32;	       err32
20250801;	165230;	1754047350.000;	       err32;	       err32
20250801;	165235;	1754047355.000;	       err32;	       err32
20250801;	165240;	1754047360.000;	       err32;	       err32
20250801;	165245;	1754047365.000;	       err32;	       err32
20250801;	165250;	1754047370.000;	       err32;	       err32
20250801;	165255;	1754047375.000;	       err32;	       err32
20250801;	165300;	1754047380.000;	       err32;	       err32
20250801;	165305;	1754047385.000;	       err32;	       err32
20250801;	165310;	1754047390.000;	       err32;	       err32
20250801;	165315;	1754047395.000;	       err32;	       err32
20250801;	165320;	1754047400.000;	       err32;	       err32
20250801;	165325;	1754047405.000;	       err32;	       err32
20250801;	165330;	1754047410.000;	       err32;	       err32
20250801;	165335;	1754047415.000;	       err32;	       err32
20250801;	165340;	1754047420.000;	       err32;	       err32
20250801;	165345;	1754047425.000;	       err32;	       err32
20250801;	165350;	1754047430.000;	       err32;	       err32
20250801;	165355;	1754047435.000;	       err32;	       err32
20250801;	165400;	1754047440.000;	       err32;	       err32
20250801;	165405;	1754047445.000;	       err32;	       err32
20250801;	165410;	1754047450.000;	       err32;	       err32
20250801;	165415;	1754047455.000;	       err32;	       err32
20250801;	165420;	1754047460.000;	       err32;	       err32
20250801;	165425;	1754047465.000;	       err32;	       err32
20250801;	165430;	1754047470.000;	       err32;	       err32
20250801;	165435;	1754047475.000;	       err32;	       err32
20250801;	165440;	1754047480.000;	       err32;	       err32
20250801;	165445;	1754047485.000;	       err32;	       err32
20250801;	165450;	1754047490.000;	       err32;	       err32
20250801;	165455;	1754047495.000;	       err32;	       err32
20250801;	165500;	1754047500.000;	       err32;	       err32
20250801;	165505;	1754047505.000;	       err32;	       err32
20250801;	165510;	1754047510.000;	       err32;	       err32
20250801;	165515;	1754047515.000;	       err32;	       err32
20250801;	165520;	1754047520.000;	       err32;	       err32
20250801;	165525;	1754047525.000;	       err32;	       err32
20250801;	165530;	1754047530.000;	       err32;	       err32
20250801;	165535;	1754047535.000;	       err32;	       err32
20250801;	165540;	1754047540.000;	       err32;	       err32
20250801;	165545;	1754047545.000;	       err32;	       err32
20250801;	165550;	1754047550.000;	       err32;	       err32
20250801;	165555;	1754047555.000;	       err32;	       err32
20250801;	165600;	1754047560.000;	       err32;	       err32
20250801;	165605;	1754047565.000;	       err32;	       err32
20250801;	165610;	1754047570.000;	       err32;	       err32
20250801;	165615;	1754047575.000;	       err32;	       err32
20250801;	165620;	1754047580.000;	       err32;	       err32
20250801;	165625;	1754047585.000;	       err32;	       err32
20250801;	165630;	1754047590.000;	       err32;	       err32
20250801;	165635;	1754047595.000;	       err32;	       err32
20250801;	165640;	1754047600.000;	       err32;	       err32
20250801;	165645;	1754047605.000;	       err32;	       err32
20250801;	165650;	1754047610.000;	       err32;	       err32
20250801;	165655;	1754047615.000;	       err32;	       err32
20250801;	165700;	1754047620.000;	       err32;	       err32
20250801;	165705;	1754047625.000;	       err32;	       err32
20250801;	165710;	1754047630.000;	       err32;	       err32
20250801;	165715;	1754047635.000;	       err32;	       err32
